Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
CIFAR-10_subset_7,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0008669764273870593}",0.12,0,0.083333333,0.12,0.563076504,0.131492786,8.749374151,0.659711123
CIFAR-10_subset_7,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00022241261112118172}",0.1,0,0.083333333,0.1,0.548122074,0.106346496,5.313951015,0.64082098
CIFAR-10_subset_8,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003353257397165426}",0.1,0,0.1,0.1,0.484659897,0.107348912,2.678808212,0.338089943
CIFAR-10_subset_8,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00022594786422965528}",0.1,0,0.1,0.1,0.46906297,0.119203872,9.34804225,0.667499542
CIFAR-10_subset_8,Improved Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011355572782110418}",0.1,0,0.1,0.1,0.455541063,0.095689186,5.171482801,0.322169065
CIFAR-10_subset_8,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.001203114160753208}",0.08,0,0.1,0.08,0.471162495,0.096964308,4.445747614,0.331000328
CIFAR-10_subset_8,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.001063700937863643}",0.1,0,0.1,0.1,0.599841678,0.172654148,2.708854198,0.32156229
CIFAR-10_subset_8,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003099472219134255}",0.1,0,0.1,0.1,0.55195191,0.128307866,5.718022346,0.655202866
CIFAR-10_subset_8,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005932103353236063}",0.12,0,0.1,0.12,0.453767677,0.094862884,5.34540844,0.633653641
CIFAR-10_subset_8,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00046292069063912507}",0.08,0,0.1,0.08,0.49304809,0.097889885,5.100853443,0.330140352
CIFAR-10_subset_8,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0012588044331207527}",0.1,0,0.1,0.1,0.523996047,0.114310138,4.852397919,0.326733828
CIFAR-10_subset_8,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0009687163090164423}",0.08,0,0.090909091,0.08,0.489967062,0.09726534,5.604028702,0.640759468
CIFAR-10_subset_9,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.000576135710124488}",0.06,0,0.090909091,0.06,0.499808769,0.124262648,5.694575787,0.647062063
CIFAR-10_subset_9,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007869734268176127}",0.12,0,0.1,0.12,0.616111446,0.206329231,5.025258064,0.325513124
CIFAR-10_subset_9,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0013623339237622898}",0.12,0,0.1,0.12,0.556629483,0.126805672,2.890894651,0.319936037
CIFAR-10_subset_9,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011776188411949805}",0.1,0,0.1,0.1,0.59024989,0.122718843,4.402423382,0.316738129
CIFAR-10_subset_9,Improved Deep Ensemble,5,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002416594629906045}",0.08,0,0.1,0.08,0.512723101,0.099980058,8.903460741,0.646368027
CIFAR-10_subset_9,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00037283104426085877}",0.1,0,0.1,0.1,0.48747848,0.100191655,2.759331226,0.764023781
CIFAR-10_subset_9,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00022496299979634008}",0.1,0,0.090909091,0.1,0.575747694,0.13651251,5.855826616,0.664169788
CIFAR-10_subset_9,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0008022203009614307}",0.12,0,0.1,0.12,0.493162055,0.106044747,3.287746191,0.32615757
CIFAR-10_subset_9,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0008906871973420972}",0.12,0,0.1,0.12,0.509341678,0.128072593,5.071720123,0.330041409
CIFAR-10_subset_9,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00031872025896725756}",0.12,0,0.1,0.12,0.52198884,0.134106936,9.442173004,0.656928062
CIFAR-10_subset_10,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00021367565242253551}",0.16,0,0.090909091,0.16,0.521556684,0.122862978,8.908783913,0.633132458
CIFAR-10_subset_10,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005220950395064716}",0.14,0,0.1,0.14,0.487655762,0.111679441,5.370661497,0.626168489
CIFAR-10_subset_10,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010452884920027184}",0.14,0,0.090909091,0.14,0.489959415,0.106661067,5.603542328,0.638343811
CIFAR-10_subset_10,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00047585905190396656}",0.14,0,0.1,0.14,0.518571215,0.117997452,9.108291388,0.630073547
CIFAR-10_subset_10,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0013915617945714543}",0.1,0,0.1,0.1,0.502689472,0.113357911,2.700092793,0.312814713
CIFAR-10_subset_10,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011528754068719613}",0.12,0,0.083333333,0.12,0.518461133,0.125527369,8.982626677,0.644986153
CIFAR-10_subset_10,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002754133324309795}",0.14,0,0.090909091,0.14,0.590683136,0.13911569,5.467954874,1.052595377
CIFAR-10_subset_10,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003231188510511898}",0.12,0,0.1,0.12,0.505044796,0.10737543,5.455709219,0.62691617
CIFAR-10_subset_10,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002295728872618767}",0.12,0,0.1,0.12,0.491811594,0.106514568,2.654676676,0.344800711
CIFAR-10_subset_10,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010914996718987848}",0.08,0,0.1,0.08,0.501352424,0.10229841,2.762305975,0.316866398
CIFAR-10_subset_11,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00028138968453191634}",0.1,0,0.1,0.1,0.525008564,0.108964342,9.34805131,0.661482096
CIFAR-10_subset_11,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00023327382741878097}",0.14,0,0.090909091,0.14,0.461835529,0.105392743,5.7750144,0.651305199
CIFAR-10_subset_11,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00023043111325655546}",0.12,0,0.090909091,0.12,0.498725736,0.118504421,5.810237408,0.637720346
CIFAR-10_subset_11,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00040880945673264367}",0.14,0,0.090909091,0.14,0.456974967,0.101346482,9.793434858,0.669923544
CIFAR-10_subset_11,Improved Deep Ensemble,5,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0010206532781041342}",0.1,0,0.1,0.1,0.55279271,0.116830827,4.471567869,0.327652216
CIFAR-10_subset_11,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0014047239084399405}",0.12,0,0.090909091,0.12,0.483342227,0.09321063,9.108976841,0.654405832
CIFAR-10_subset_11,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0005388933486084256}",0.1,0,0.1,0.1,0.489320158,0.109288696,9.457152843,0.663778543
CIFAR-10_subset_11,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0013476053423122363}",0.14,0,0.083333333,0.14,0.531660079,0.11337167,9.401222229,0.671775579
CIFAR-10_subset_11,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002580615613435828}",0.12,0,0.090909091,0.12,0.540582784,0.132642468,9.712014198,0.66729188
CIFAR-10_subset_11,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00021281807577147257}",0.16,0,0.090909091,0.16,0.555306544,0.13040578,9.729003429,0.679223776
CIFAR-10_subset_12,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002803746350201647}",0.06,0,0.1,0.06,0.53537989,0.099934022,2.685356379,0.309155226
CIFAR-10_subset_12,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0005670704838944623}",0.1,0,0.090909091,0.1,0.50363307,0.109877012,9.518894196,0.682966471
CIFAR-10_subset_12,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0012546691134177643}",0.1,0,0.1,0.1,0.514485946,0.100594009,2.672838926,0.325665951
CIFAR-10_subset_12,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003728832299225241}",0.1,0,0.090909091,0.1,0.545142732,0.10767448,9.182783842,0.646811962
CIFAR-10_subset_12,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006720798028034956}",0.1,0,0.090909091,0.1,0.516944444,0.110043797,5.819715977,0.636559486
CIFAR-10_subset_12,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0013448111435669897}",0.06,0,0.083333333,0.06,0.454983092,0.090853461,9.490197659,0.673980951
CIFAR-10_subset_12,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007112995711532167}",0.14,0,0.083333333,0.14,0.58413307,0.114481683,9.818852901,0.695796013
CIFAR-10_subset_12,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00037101865986543966}",0.06,0,0.090909091,0.06,0.484886473,0.096365625,6.0551548,0.666894436
CIFAR-10_subset_12,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011844444817828415}",0.08,0,0.1,0.08,0.519842117,0.098596409,4.607971668,0.325644732
CIFAR-10_subset_12,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002524290919944653}",0.1,0,0.083333333,0.1,0.524688186,0.10289091,9.493137836,0.717688084
CIFAR-10_subset_13,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0009085296796662581}",0.14,0,0.090909091,0.14,0.540518774,0.114190591,9.116218805,0.661892414
CIFAR-10_subset_13,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003905184698332647}",0.12,0,0.083333333,0.12,0.590205805,0.118002651,9.576082945,0.676134109
CIFAR-10_subset_13,Improved Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004731661763184911}",0.1,0,0.090909091,0.1,0.523309342,0.110205005,9.622593641,0.663186789
CIFAR-10_subset_13,Improved Deep Ensemble,4,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0012791936245535058}",0.12,0,0.090909091,0.12,0.519009003,0.12184894,5.774077177,0.648451567
CIFAR-10_subset_13,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005724493679140452}",0.12,0,0.090909091,0.12,0.497732982,0.127862642,6.304876566,0.64805603
CIFAR-10_subset_13,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004918920174329468}",0.1,0,0.090909091,0.1,0.539145367,0.120634218,6.180146217,0.677642345
CIFAR-10_subset_13,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00035988109666111254}",0.12,0,0.1,0.12,0.503507466,0.109175437,5.571834087,0.671867847
CIFAR-10_subset_13,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004562953546074064}",0.06,0,0.090909091,0.06,0.505423803,0.110425479,9.615370989,0.690619946
CIFAR-10_subset_13,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00026674354730335753}",0.12,0,0.090909091,0.12,0.530001318,0.121101135,9.810958147,0.692345381
CIFAR-10_subset_13,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0007633657504669482}",0.06,0,0.1,0.06,0.553150693,0.111747582,6.216337204,0.661068201
CIFAR-10_subset_14,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006653117548963797}",0.08,0,0.1,0.08,0.516808629,0.100987861,4.674003363,0.335100889
CIFAR-10_subset_14,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0014898343861772607}",0.1,0,0.090909091,0.1,0.528425096,0.107535979,6.340142965,0.665222645
CIFAR-10_subset_14,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00045798028055244166}",0.06,0,0.090909091,0.06,0.513183355,0.101117495,6.245671511,0.649928093
CIFAR-10_subset_14,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00045140600205492135}",0.14,0,0.090909091,0.14,0.522571585,0.131923714,10.34161472,0.685276031
CIFAR-10_subset_14,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.001002680060658124}",0.08,0,0.1,0.08,0.485169082,0.096487124,6.243296385,0.681929827
CIFAR-10_subset_14,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0009055296269020257}",0.1,0,0.083333333,0.1,0.481036671,0.113382202,9.761098146,0.696831703
CIFAR-10_subset_14,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0005234586927049924}",0.12,0,0.1,0.12,0.498290075,0.105230037,5.028240919,0.339862585
CIFAR-10_subset_14,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00034672988653099065}",0.08,0,0.1,0.08,0.562696311,0.102028491,5.680985212,0.668805122
CIFAR-10_subset_14,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0011095195197942873}",0.1,0,0.090909091,0.1,0.453815986,0.096566382,5.755598307,0.684396505
CIFAR-10_subset_14,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.001313779805558657}",0.1,0,0.083333333,0.1,0.545786697,0.103666025,10.44836974,0.682332754
CIFAR-10_subset_15,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00035533973061990104}",0.08,0,0.076923077,0.08,0.510794466,0.118763479,9.314180851,0.685715675
CIFAR-10_subset_15,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0008249843873275094}",0.14,0,0.1,0.14,0.539631174,0.138091965,2.856549978,0.333216906
CIFAR-10_subset_15,Improved Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006408733684496497}",0.1,0,0.090909091,0.1,0.548086328,0.133260294,9.766519785,0.676797628
CIFAR-10_subset_15,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002684356021692526}",0.12,0,0.1,0.12,0.536054018,0.138756595,9.150111914,0.676293612
CIFAR-10_subset_15,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.001544717141061537}",0.12,0,0.090909091,0.12,0.471197848,0.119759055,5.623322248,1.175063848
CIFAR-10_subset_15,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0014880711306877411}",0.1,0,0.1,0.1,0.465557312,0.102573883,4.712886572,0.345419645
CIFAR-10_subset_15,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00023212026024248687}",0.1,0,0.090909091,0.1,0.498209706,0.119245256,9.424860954,1.075896025
CIFAR-10_subset_15,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006101335016673755}",0.1,0,0.090909091,0.1,0.443912385,0.102557138,8.968608856,0.674325943
CIFAR-10_subset_15,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003804347125638289}",0.04,0,0.083333333,0.04,0.52151076,0.11663883,9.882537365,0.704674959
CIFAR-10_subset_15,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007482993562217856}",0.1,0,0.090909091,0.1,0.495673254,0.106437243,9.76218915,0.689581633
CIFAR-10_subset_16,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000716918133837456}",0.1,0,0.090909091,0.1,0.46509552,0.100408809,10.01076579,0.67361927
CIFAR-10_subset_16,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003631731555684009}",0.12,0,0.090909091,0.12,0.52595213,0.121450413,9.686123848,0.668633938
CIFAR-10_subset_16,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005018959380328904}",0.1,0,0.1,0.1,0.485140097,0.10157479,5.591197491,0.667166233
CIFAR-10_subset_16,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00046651937003525345}",0.12,0,0.090909091,0.12,0.540578173,0.13883943,9.692711353,0.688474417
CIFAR-10_subset_16,Improved Deep Ensemble,5,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004831242897458817}",0.08,0,0.1,0.08,0.496031401,0.099860935,5.184510946,0.34143877
CIFAR-10_subset_16,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010994859100561015}",0.06,0,0.090909091,0.06,0.533303469,0.110861736,5.491278172,0.64873147
CIFAR-10_subset_16,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00044822064994231843}",0.1,0,0.090909091,0.1,0.491811375,0.110876248,9.803507328,0.665923119
CIFAR-10_subset_16,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006603370405425383}",0.12,0,0.090909091,0.12,0.538585859,0.113097314,6.333635569,0.645483017
CIFAR-10_subset_16,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003326171299416985}",0.1,0,0.090909091,0.1,0.510252525,0.106418088,5.616174221,0.648156166
CIFAR-10_subset_16,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0007632061472300146}",0.12,0,0.1,0.12,0.468743522,0.103146136,5.578061581,0.664003134
CIFAR-10_subset_17,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0008541578876097817}",0.1,0,0.1,0.1,0.474666963,0.100808028,5.169312239,0.36294508
CIFAR-10_subset_17,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00023352768649008947}",0.14,0,0.090909091,0.14,0.41783747,0.096155774,6.258757591,0.649457455
CIFAR-10_subset_17,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00033745919337896916}",0.1,0,0.1,0.1,0.575114185,0.148348808,3.068555117,0.34256053
CIFAR-10_subset_17,Improved Deep Ensemble,4,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00022146461710505103}",0.12,0,0.090909091,0.12,0.494137681,0.123483516,6.216403484,0.68508029
CIFAR-10_subset_17,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0007362777957318911}",0.1,0,0.1,0.1,0.505153931,0.106127632,2.986714125,0.33535099
CIFAR-10_subset_17,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0009220581559290363}",0.1,0,0.1,0.1,0.528918314,0.120115491,5.949230194,0.702766895
CIFAR-10_subset_17,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006429042319522249}",0.1,0,0.1,0.1,0.515919631,0.111531431,5.978602648,0.682887077
CIFAR-10_subset_17,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000885762298369164}",0.14,0,0.083333333,0.14,0.506063444,0.115160698,10.10562682,0.679466009
CIFAR-10_subset_17,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000715532067493845}",0.1,0,0.083333333,0.1,0.580329467,0.141724165,9.93948555,0.675547361
CIFAR-10_subset_17,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00022487730281533385}",0.1,0,0.090909091,0.1,0.470542994,0.106275799,6.267359018,0.674312353
CIFAR-10_subset_18,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005151232656868522}",0.12,0,0.1,0.12,0.55106368,0.12678477,2.847622395,0.334011793
CIFAR-10_subset_18,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006271165407936156}",0.08,0,0.083333333,0.08,0.499992095,0.101950976,10.04121232,0.708691597
CIFAR-10_subset_18,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010570826525125008}",0.12,0,0.083333333,0.12,0.544046333,0.114042458,5.88767314,0.674901485
CIFAR-10_subset_18,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007683926813064536}",0.08,0,0.1,0.08,0.526678524,0.108970889,5.347014666,0.348514795
CIFAR-10_subset_18,Improved Deep Ensemble,5,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002608126641609858}",0.08,0,0.090909091,0.08,0.509549188,0.114340249,9.850353003,0.69384861
CIFAR-10_subset_18,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0014604081053906555}",0.1,0,0.1,0.1,0.513698493,0.10125094,4.971584558,0.338137865
CIFAR-10_subset_18,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00035766384395981575}",0.12,0,0.083333333,0.12,0.531599225,0.112124192,9.432653189,1.26299262
CIFAR-10_subset_18,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005708712680587061}",0.08,0,0.090909091,0.08,0.432629556,0.091394266,5.747987032,0.652234077
CIFAR-10_subset_18,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0015760809583959378}",0.14,0,0.090909091,0.14,0.551860782,0.156087574,6.123072386,0.676130772
CIFAR-10_subset_18,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00040183816961762464}",0.08,0,0.090909091,0.08,0.560241107,0.129737256,9.945394278,0.689684391
CIFAR-10_subset_19,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002880029806146232}",0.04,0,0.083333333,0.04,0.580195553,0.124324656,5.758864641,0.691437006
CIFAR-10_subset_19,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00022823947414922786}",0.1,0,0.1,0.1,0.474111331,0.098678491,2.890348434,0.337387323
CIFAR-10_subset_19,Improved Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007382889081561558}",0.12,0,0.076923077,0.12,0.538379666,0.124610062,9.796195984,0.677836657
CIFAR-10_subset_19,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006254445475899674}",0.08,0,0.090909091,0.08,0.492134168,0.101186505,9.71694994,0.704565287
CIFAR-10_subset_19,Improved Deep Ensemble,5,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00034877436810569007}",0.12,0,0.090909091,0.12,0.458762626,0.091059162,10.32350206,0.689952374
CIFAR-10_subset_19,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0010948341437375586}",0.1,0,0.090909091,0.1,0.484552701,0.108720029,10.22149754,0.674452782
CIFAR-10_subset_19,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004695631015107442}",0.08,0,0.1,0.08,0.584566755,0.11559871,6.18898201,0.684570313
CIFAR-10_subset_19,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003934488303178118}",0.08,0,0.083333333,0.08,0.561337945,0.117452603,10.00572944,0.698368549
CIFAR-10_subset_19,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00041204236363572293}",0.12,0,0.090909091,0.12,0.489821256,0.112618319,10.66622519,0.712288857
CIFAR-10_subset_19,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0012223451503079455}",0.1,0,0.1,0.1,0.482765285,0.10875711,9.966193438,0.673480272
