Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
CIFAR-10_subset_14,Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0015380451648938323}",0.08,0,0.1,0.08,0.528842117,0.097807027,14.12486577,0.959316254
CIFAR-10_subset_14,Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0014027045186415425}",0.08,0,0.1,0.08,0.573790733,0.103128758,8.858610153,1.031596184
CIFAR-10_subset_14,Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000571054349489688}",0.1,0,0.083333333,0.1,0.524741326,0.102825783,14.18024182,0.966588974
CIFAR-10_subset_14,Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00023922446604833126}",0.08,0,0.1,0.08,0.582121871,0.107730374,14.1151464,0.967473269
CIFAR-10_subset_14,Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0008922894803399762}",0.06,0,0.090909091,0.06,0.531290888,0.097981337,13.95787859,0.956490517
CIFAR-10_subset_15,Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00021019474844189424}",0.1,0,0.090909091,0.1,0.598184234,0.111879698,14.05742955,0.970379829
CIFAR-10_subset_15,Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006362971728564628}",0.14,0,0.1,0.14,0.496166772,0.122189913,14.96840501,0.98695612
CIFAR-10_subset_15,Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004994883973690527}",0.14,0,0.1,0.14,0.523181304,0.124953067,8.818712234,0.994107246
CIFAR-10_subset_15,Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00024199189689356993}",0.18,0,0.090909091,0.18,0.543457839,0.143578704,14.43245125,0.953595638
CIFAR-10_subset_15,Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0011079091855552843}",0.12,0,0.1,0.12,0.577071805,0.14283103,8.86605382,0.982325554
CIFAR-10_subset_15,Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002602638341091079}",0.08,0,0.090909091,0.08,0.679277997,0.143802769,8.52291131,0.980471611
CIFAR-10_subset_15,Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0009933647034615078}",0.12,0,0.1,0.12,0.551511638,0.113719295,8.453569889,1.824699879
CIFAR-10_subset_15,Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.001119790369614064}",0.1,0,0.1,0.1,0.56873408,0.119019988,8.530558586,0.975467205
CIFAR-10_subset_15,Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00038303732998167715}",0.1,0,0.1,0.1,0.544152833,0.109485168,9.001376152,0.968944788
CIFAR-10_subset_15,Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00041354993845132276}",0.08,0,0.083333333,0.08,0.587628458,0.102445113,14.53231597,1.039121866
CIFAR-10_subset_16,Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00038112645766473084}",0.14,0,0.090909091,0.14,0.600517347,0.172568304,14.54026461,1.010106325
CIFAR-10_subset_16,Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006489863667828726}",0.12,0,0.1,0.12,0.514609794,0.130176554,9.311928272,1.089277267
CIFAR-10_subset_16,Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0007711649651312818}",0.1,0,0.1,0.1,0.57111155,0.104233043,8.336283207,0.999106646
CIFAR-10_subset_16,Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0009821937436661247}",0.1,0,0.1,0.1,0.565231006,0.1127238,14.92688942,1.015641928
CIFAR-10_subset_16,Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.001345558435901822}",0.1,0,0.090909091,0.1,0.604690602,0.159060994,9.660515308,0.99810791
CIFAR-10_subset_16,Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00024037309598618804}",0.06,0,0.090909091,0.06,0.532396135,0.102389438,15.17748857,0.976871729
CIFAR-10_subset_16,Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0005790295450089764}",0.08,0,0.083333333,0.08,0.63644159,0.127281335,14.90787792,1.014394999
CIFAR-10_subset_16,Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0007989903886079209}",0.1,0,0.1,0.1,0.527718709,0.122130257,8.539986134,1.008036852
CIFAR-10_subset_16,Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0010994705109057543}",0.1,0,0.1,0.1,0.568135046,0.146163152,14.1924839,1.030807257
CIFAR-10_subset_16,Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00041777249644360255}",0.12,0,0.1,0.12,0.515844313,0.121592761,15.00891209,0.970504999
CIFAR-10_subset_17,Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000643872883998512}",0.1,0,0.090909091,0.1,0.522421123,0.099333301,14.4542284,0.980061054
CIFAR-10_subset_17,Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0013425084901750952}",0.1,0,0.1,0.1,0.573694667,0.129486156,8.175541401,0.981507778
CIFAR-10_subset_17,Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002718444103759162}",0.1,0,0.1,0.1,0.531110672,0.121259595,14.32397985,0.979176044
CIFAR-10_subset_17,Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.001144582493920655}",0.1,0,0.090909091,0.1,0.619451032,0.110247442,15.81160951,0.993842602
CIFAR-10_subset_17,Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00043299062535428416}",0.1,0,0.1,0.1,0.494667765,0.104591198,9.066000462,1.072102547
CIFAR-10_subset_17,Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011809463669417125}",0.12,0,0.090909091,0.12,0.572176329,0.118006341,14.22932839,1.058190584
CIFAR-10_subset_17,Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002447081740654072}",0.1,0,0.083333333,0.1,0.530967501,0.124901529,14.42481637,0.987454176
CIFAR-10_subset_17,Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011239688597001727}",0.12,0,0.1,0.12,0.51348275,0.146817022,14.55988908,1.022170067
CIFAR-10_subset_17,Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006061603734785931}",0.12,0,0.090909091,0.12,0.514333897,0.116798743,9.10476923,0.972652197
CIFAR-10_subset_17,Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003083928363499297}",0.12,0,0.1,0.12,0.550952341,0.113748682,14.05003643,0.99200511
CIFAR-10_subset_18,Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000428514928919779}",0.08,0,0.1,0.08,0.534203118,0.103660517,13.87006259,0.957538366
CIFAR-10_subset_18,Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011772979483595139}",0.1,0,0.090909091,0.1,0.535752525,0.108697891,14.42062283,0.989621401
CIFAR-10_subset_18,Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006261762907170337}",0.1,0,0.1,0.1,0.568398331,0.120910054,8.201597691,0.972007275
CIFAR-10_subset_18,Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0005120038920500699}",0.08,0,0.090909091,0.08,0.560855512,0.111797814,14.47272706,1.02594018
CIFAR-10_subset_18,Deep Ensemble,5,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000873950255894025}",0.14,0,0.083333333,0.14,0.572630654,0.131960239,13.54667807,1.822434664
CIFAR-10_subset_18,Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004137762668064281}",0.1,0,0.1,0.1,0.574379806,0.107422464,14.10417628,1.006238222
CIFAR-10_subset_18,Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004279253996114934}",0.1,0,0.1,0.1,0.577539605,0.119406067,14.62712002,0.995073318
CIFAR-10_subset_18,Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0014363052317648219}",0.12,0,0.090909091,0.12,0.561388669,0.110810506,14.02555871,0.959818125
CIFAR-10_subset_18,Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0008924472955721046}",0.1,0,0.1,0.1,0.535448177,0.109367305,14.63704133,0.998750925
CIFAR-10_subset_18,Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007603144117791905}",0.1,0,0.1,0.1,0.591584102,0.113657608,14.68818712,1.006414652
CIFAR-10_subset_19,Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003373656528564017}",0.08,0,0.1,0.08,0.538039931,0.098795071,8.906574965,0.962810516
CIFAR-10_subset_19,Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.000988844023269776}",0.1,0,0.1,0.1,0.513432806,0.111878371,8.618083477,0.971941471
CIFAR-10_subset_19,Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006539545816924599}",0.12,0,0.090909091,0.12,0.586365173,0.115975561,9.260726452,1.034796238
CIFAR-10_subset_19,Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004560290616683646}",0.12,0,0.1,0.12,0.605671498,0.136290557,14.7594564,0.974308252
CIFAR-10_subset_19,Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003131209393081331}",0.1,0,0.1,0.1,0.537606719,0.129758951,8.631038666,0.988683224
CIFAR-10_subset_19,Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002447783696104262}",0.08,0,0.090909091,0.08,0.561083882,0.107678988,14.85867667,0.982442617
CIFAR-10_subset_19,Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003311315899235132}",0.12,0,0.090909091,0.12,0.531127141,0.13290945,14.4347589,1.07136631
CIFAR-10_subset_19,Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0011072027183045834}",0.08,0,0.1,0.08,0.515615283,0.098833493,9.019998789,0.967840672
CIFAR-10_subset_19,Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004164041906872772}",0.08,0,0.1,0.08,0.532139657,0.096520961,8.104435205,0.950805664
CIFAR-10_subset_19,Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00035180545146286553}",0.08,0,0.1,0.08,0.450530747,0.091891076,14.43746662,0.976233721
CIFAR-10_subset_0,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.000279210272181294}",0.14,0,0.1,0.14,0.489933071,0.112614087,2.74266696,0.313251257
CIFAR-10_subset_0,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003544280571021429}",0.16,0,0.076923077,0.16,0.468915182,0.112160532,5.61097908,0.642323732
CIFAR-10_subset_0,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002439856451756362}",0.1,0,0.090909091,0.1,0.522084839,0.110118555,6.289819241,0.633022547
CIFAR-10_subset_0,Improved Deep Ensemble,4,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003590101579461085}",0.1,0,0.090909091,0.1,0.50982999,0.142979291,5.415637493,0.633918047
CIFAR-10_subset_0,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0012784766520335601}",0.08,0,0.090909091,0.08,0.555764383,0.118497319,5.859880209,0.62735343
CIFAR-10_subset_0,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010004926659330118}",0.12,0,0.090909091,0.12,0.426476724,0.098223579,5.325411558,0.639543295
CIFAR-10_subset_0,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.000529157660047263}",0.16,0,0.083333333,0.16,0.508162055,0.1030544,5.536856174,0.655727863
CIFAR-10_subset_0,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007395341180538911}",0.14,0,0.090909091,0.14,0.495751866,0.11728175,9.490167141,0.649823189
CIFAR-10_subset_0,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000705279663542812}",0.12,0,0.083333333,0.12,0.506729908,0.113269721,8.978342533,0.657858849
CIFAR-10_subset_0,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010480732114072566}",0.08,0,0.090909091,0.08,0.549570965,0.105198902,5.489531755,0.631458521
CIFAR-10_subset_1,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.000862514238330899}",0.1,0,0.090909091,0.1,0.506348046,0.104229796,9.359406948,0.654022932
CIFAR-10_subset_1,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00020698255538373895}",0.08,0,0.090909091,0.08,0.536690602,0.109241718,6.123319149,0.665908575
CIFAR-10_subset_1,Improved Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002664331729414932}",0.08,0,0.083333333,0.08,0.51496289,0.107359572,9.317216635,0.642244339
CIFAR-10_subset_1,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002888286292037823}",0.06,0,0.083333333,0.06,0.473346069,0.089581029,9.390823126,0.641842842
CIFAR-10_subset_1,Improved Deep Ensemble,5,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00021446329892028777}",0.1,0,0.090909091,0.1,0.504277778,0.112194658,9.40290451,0.662428141
CIFAR-10_subset_1,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0011157276874828254}",0.12,0,0.090909091,0.12,0.467226614,0.102208785,5.458217382,0.639829397
CIFAR-10_subset_1,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002510595411426116}",0.1,0,0.1,0.1,0.533431489,0.11242654,5.572167158,0.640746117
CIFAR-10_subset_1,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006806662422111563}",0.1,0,0.1,0.1,0.584085859,0.146769693,2.604687929,0.728931665
CIFAR-10_subset_1,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00031932207328519825}",0.14,0,0.076923077,0.14,0.5764361,0.148309883,9.114556313,0.648398161
CIFAR-10_subset_1,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006060771112318017}",0.12,0,0.090909091,0.12,0.487277997,0.09394692,9.272515535,0.668764114
CIFAR-10_subset_2,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005148435026156189}",0.12,0,0.1,0.12,0.561189284,0.130129619,2.707015514,0.325117111
CIFAR-10_subset_2,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004002575285858727}",0.08,0,0.090909091,0.08,0.546474089,0.113392009,5.415085077,0.642142534
CIFAR-10_subset_2,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0007827625114637306}",0.12,0,0.1,0.12,0.519125384,0.115136741,5.46491456,0.636332035
CIFAR-10_subset_2,Improved Deep Ensemble,4,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00027193284785053236}",0.12,0,0.1,0.12,0.412245938,0.097791874,5.513024807,0.642519474
CIFAR-10_subset_2,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0015807713703311621}",0.12,0,0.090909091,0.12,0.494353096,0.099303247,5.993921041,0.645084858
CIFAR-10_subset_2,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0015412650393400928}",0.1,0,0.090909091,0.1,0.494447299,0.130342992,5.423213005,0.647241116
CIFAR-10_subset_2,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00023191763175645707}",0.1,0,0.090909091,0.1,0.488375055,0.097992056,5.531342268,0.640844345
CIFAR-10_subset_2,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010301793400055194}",0.08,0,0.1,0.08,0.471224199,0.098052123,5.766119957,0.649772882
CIFAR-10_subset_2,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0007816927125189691}",0.08,0,0.1,0.08,0.511173254,0.102063536,6.050456762,0.668619394
CIFAR-10_subset_2,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0005340404096001222}",0.06,0,0.090909091,0.06,0.495272727,0.104984213,9.236290455,0.689384222
CIFAR-10_subset_3,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00031083500521423955}",0.08,0,0.1,0.08,0.428805665,0.087585811,9.516798258,0.67074728
CIFAR-10_subset_3,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00037266255412212503}",0.18,0,0.083333333,0.18,0.540165788,0.141000649,9.278685331,0.695846558
CIFAR-10_subset_3,Improved Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.001304003575757622}",0.08,0,0.1,0.08,0.493131533,0.094386016,4.572550774,0.331511497
CIFAR-10_subset_3,Improved Deep Ensemble,4,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004069546201939684}",0.08,0,0.090909091,0.08,0.489176548,0.09405573,5.925070763,0.656492949
CIFAR-10_subset_3,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00023380316273288737}",0.08,0,0.1,0.08,0.528784389,0.108169338,5.534725666,1.109276295
CIFAR-10_subset_3,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0005975982900731123}",0.1,0,0.090909091,0.1,0.507425121,0.108766521,9.436457634,0.670678616
CIFAR-10_subset_3,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00043651419824738936}",0.14,0,0.076923077,0.14,0.458650381,0.092480162,9.681261063,0.655048847
CIFAR-10_subset_3,Improved Deep Ensemble,8,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00032069005536685747}",0.1,0,0.083333333,0.1,0.553171937,0.112095278,5.500104904,0.635055542
CIFAR-10_subset_3,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0013484067095622756}",0.08,0,0.1,0.08,0.485331137,0.110510877,2.889522314,0.322596788
CIFAR-10_subset_3,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00042813441948034054}",0.08,0,0.1,0.08,0.554253843,0.122015639,8.784802675,0.63933754
CIFAR-10_subset_4,Improved Deep Ensemble,1,"{'optimizer': 'Adam', 'adam_learning_rate': 0.000783944249594955}",0.1,0,0.1,0.1,0.517835749,0.103299772,2.746155262,0.318240643
CIFAR-10_subset_4,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004784090066937717}",0.1,0,0.083333333,0.1,0.520654589,0.109260722,9.502269983,0.655690908
CIFAR-10_subset_4,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.001082450874967718}",0.1,0,0.090909091,0.1,0.502536891,0.109935796,5.333110094,0.631027699
CIFAR-10_subset_4,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0011234590274537767}",0.1,0,0.1,0.1,0.507209047,0.107483285,4.812289476,0.32989192
CIFAR-10_subset_4,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00037279845984121164}",0.1,0,0.090909091,0.1,0.521094862,0.108314314,5.348332882,0.646567106
CIFAR-10_subset_4,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0005249635145043918}",0.1,0,0.1,0.1,0.52451076,0.109218615,2.913515329,0.334359884
CIFAR-10_subset_4,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00031822725148879537}",0.12,0,0.090909091,0.12,0.500508344,0.10496954,9.363390923,0.639168978
CIFAR-10_subset_4,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002869961412575789}",0.12,0,0.090909091,0.12,0.468580149,0.107584124,9.388454437,0.644735575
CIFAR-10_subset_4,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00022350302047540257}",0.14,0,0.090909091,0.14,0.518342995,0.115920794,5.372936487,0.651215792
CIFAR-10_subset_4,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004587225712471581}",0.1,0,0.1,0.1,0.579854633,0.132733981,2.743157864,0.322038174
CIFAR-10_subset_5,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00043850997672337575}",0.06,0,0.090909091,0.06,0.488368048,0.101543255,9.217695475,0.660220385
CIFAR-10_subset_5,Improved Deep Ensemble,2,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.001273731782733667}",0.1,0,0.1,0.1,0.521460695,0.104570729,4.972053289,0.34159255
CIFAR-10_subset_5,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006465921324673889}",0.12,0,0.090909091,0.12,0.57222988,0.111489521,5.26678443,0.634445429
CIFAR-10_subset_5,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0012865593497570146}",0.12,0,0.090909091,0.12,0.569690382,0.15836274,8.847255468,0.651257515
CIFAR-10_subset_5,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0009663580554162168}",0.1,0,0.1,0.1,0.51618094,0.106342798,5.427749157,0.653510809
CIFAR-10_subset_5,Improved Deep Ensemble,6,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004093036603109527}",0.1,0,0.090909091,0.1,0.465601449,0.098841808,5.527932405,0.640087605
CIFAR-10_subset_5,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0008496273870740059}",0.1,0,0.1,0.1,0.494869318,0.102886987,9.314932108,0.645959377
CIFAR-10_subset_5,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0003802542700599367}",0.08,0,0.1,0.08,0.568776314,0.105992635,4.559452534,0.331754446
CIFAR-10_subset_5,Improved Deep Ensemble,9,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0003128884014769133}",0.08,0,0.090909091,0.08,0.49122566,0.117593517,6.542303324,0.648138046
CIFAR-10_subset_5,Improved Deep Ensemble,10,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00042705129731109465}",0.1,0,0.1,0.1,0.487881205,0.101985711,5.424852133,0.6494174
CIFAR-10_subset_6,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00044778475102660935}",0.14,0,0.090909091,0.14,0.499988023,0.111160827,8.920013428,0.651520729
CIFAR-10_subset_6,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0010676871016382355}",0.08,0,0.1,0.08,0.505352016,0.098454195,5.864918232,0.641812801
CIFAR-10_subset_6,Improved Deep Ensemble,3,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.00020739569965836347}",0.18,0,0.083333333,0.18,0.505443014,0.112981882,9.424021721,0.667453766
CIFAR-10_subset_6,Improved Deep Ensemble,4,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0009525071872727677}",0.1,0,0.1,0.1,0.509907,0.101724897,9.323272467,0.696028948
CIFAR-10_subset_6,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0006932270639224738}",0.1,0,0.1,0.1,0.516685332,0.114826117,3.313507318,0.325252533
CIFAR-10_subset_6,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0010003755736029006}",0.1,0,0.1,0.1,0.537002552,0.115754851,4.522473574,0.328738928
CIFAR-10_subset_6,Improved Deep Ensemble,7,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0006369777994865803}",0.08,0,0.1,0.08,0.491016371,0.095418567,5.056939363,0.330459356
CIFAR-10_subset_6,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0010444812516858884}",0.1,0,0.1,0.1,0.487748792,0.099402014,4.403218508,0.324580193
CIFAR-10_subset_6,Improved Deep Ensemble,9,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007428098565919511}",0.06,0,0.083333333,0.06,0.484158542,0.095752502,9.352294683,0.667540789
CIFAR-10_subset_6,Improved Deep Ensemble,10,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.001060278219726347}",0.08,0,0.090909091,0.08,0.593145524,0.120815712,8.883219957,0.654659748
CIFAR-10_subset_7,Improved Deep Ensemble,1,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0004317460770389164}",0.06,0,0.090909091,0.06,0.468313919,0.094317822,8.957198381,0.636018753
CIFAR-10_subset_7,Improved Deep Ensemble,2,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0008092910527536052}",0.08,0,0.1,0.08,0.575475726,0.119613362,5.829172134,0.644450665
CIFAR-10_subset_7,Improved Deep Ensemble,3,"{'optimizer': 'Adam', 'adam_learning_rate': 0.00026197435424631517}",0.08,0,0.1,0.08,0.516748986,0.119341853,5.351506233,0.641760111
CIFAR-10_subset_7,Improved Deep Ensemble,4,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002828502131434153}",0.1,0,0.090909091,0.1,0.546415239,0.134080627,5.961165667,0.638082027
CIFAR-10_subset_7,Improved Deep Ensemble,5,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0004972308529091915}",0.14,0,0.083333333,0.14,0.441769873,0.08881828,5.498162746,0.620068789
CIFAR-10_subset_7,Improved Deep Ensemble,6,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0007084595394181639}",0.1,0,0.090909091,0.1,0.491778095,0.103757635,8.689339638,0.635350466
CIFAR-10_subset_7,Improved Deep Ensemble,7,"{'optimizer': 'Adam', 'adam_learning_rate': 0.0002605940560499735}",0.08,0,0.1,0.08,0.51820224,0.098804313,5.353850365,0.646929264
CIFAR-10_subset_7,Improved Deep Ensemble,8,"{'optimizer': 'RMSprop', 'rmsprop_learning_rate': 0.0002793926341063523}",0.08,0,0.090909091,0.08,0.554866825,0.130301835,9.587881327,0.643874645
